dataset,seed,nominal,coverage,median_radius_m
Tampere,66,0.7500000000000002,0.7973523421588594,12.272330583678393
Tampere,66,0.8000000000000003,0.8421588594704684,14.007316829762697
Tampere,66,0.8500000000000003,0.8523421588594705,14.60894273490334
Tampere,66,0.9000000000000004,0.8961303462321792,17.767876144232922
Tampere,66,0.9500000000000004,0.9266802443991853,21.994112505906852
Tampere,77,0.5,0.42362525458248473,5.527247025301977
Tampere,77,0.55,0.4714867617107943,6.019138743408546
Tampere,77,0.6000000000000001,0.5030549898167006,6.386985313391025
Tampere,77,0.6500000000000001,0.5376782077393075,6.7174124584659385
Tampere,77,0.7000000000000002,0.5794297352342159,7.337789928209137
Tampere,77,0.7500000000000002,0.5885947046843177,7.545159895989291
Tampere,77,0.8000000000000003,0.6323828920570265,8.250196108071373
Tampere,77,0.8500000000000003,0.6894093686354379,9.232444111631764
Tampere,77,0.9000000000000004,0.7861507128309573,11.234410959640858
Tampere,77,0.9500000000000004,0.8177189409368636,12.15418837932444
Tampere,88,0.5,0.2576374745417515,4.3404469890870345
Tampere,88,0.55,0.2953156822810591,4.850913247066355
Tampere,88,0.6000000000000001,0.3421588594704684,5.291949109693052
Tampere,88,0.6500000000000001,0.37067209775967414,5.603671116531099
Tampere,88,0.7000000000000002,0.46028513238289204,6.592686352095018
Tampere,88,0.7500000000000002,0.5020366598778004,7.1092627863709765
Tampere,88,0.8000000000000003,0.5162932790224033,7.298065378729827
Tampere,88,0.8500000000000003,0.5631364562118126,8.113913467087453
Tampere,88,0.9000000000000004,0.6364562118126272,9.209845740600654
Tampere,88,0.9500000000000004,0.7128309572301426,10.475175451777979
Tampere,99,0.5,0.3655804480651731,4.303836230836994
Tampere,99,0.55,0.4439918533604888,5.020653876956824
Tampere,99,0.6000000000000001,0.48370672097759676,5.389633894990194
Tampere,99,0.6500000000000001,0.5183299389002036,5.782152235005931
Tampere,99,0.7000000000000002,0.5977596741344195,6.558794804887972
Tampere,99,0.7500000000000002,0.7372708757637475,8.451922565101937
Tampere,99,0.8000000000000003,0.7617107942973523,8.889040454944443
Tampere,99,0.8500000000000003,0.8411405295315683,10.547883091092578
Tampere,99,0.9000000000000004,0.9501018329938901,13.9963332953465
Tampere,99,0.9500000000000004,0.9867617107942973,18.074050612993247
Tampere,111,0.5,0.24745417515274948,4.313318570537918
Tampere,111,0.55,0.2780040733197556,4.574048618578317
Tampere,111,0.6000000000000001,0.3095723014256619,4.90405264348316
Tampere,111,0.6500000000000001,0.33706720977596744,5.169949243779806
Tampere,111,0.7000000000000002,0.34521384928716903,5.2300018923362135
Tampere,111,0.7500000000000002,0.390020366598778,5.8550309717047195
Tampere,111,0.8000000000000003,0.48778004073319753,6.922756969958402
Tampere,111,0.8500000000000003,0.6476578411405295,8.741988123866081
Tampere,111,0.9000000000000004,0.7372708757637475,10.883836683894746
Tampere,111,0.9500000000000004,0.8289205702647657,12.755783686209895
UJI-Library-25M,11,0.5,0.4806666666666667,2.379097551897135
UJI-Library-25M,11,0.55,0.5361666666666667,2.617780228849342
UJI-Library-25M,11,0.6000000000000001,0.6043461538461539,2.9498775858576405
UJI-Library-25M,11,0.6500000000000001,0.6903205128205128,3.4449500011092455
UJI-Library-25M,11,0.7000000000000002,0.754576923076923,3.882086550494738
UJI-Library-25M,11,0.7500000000000002,0.8007820512820513,4.250882841628993
UJI-Library-25M,11,0.8000000000000003,0.839474358974359,4.629475005812191
UJI-Library-25M,11,0.8500000000000003,0.8784615384615385,5.100302993586693
UJI-Library-25M,11,0.9000000000000004,0.9162564102564102,5.701652294126021
UJI-Library-25M,11,0.9500000000000004,0.956076923076923,6.7591922447895865
UJI-Library-25M,22,0.5,0.5099615384615385,2.9738759825451737
UJI-Library-25M,22,0.55,0.5645128205128205,3.188873244287177
UJI-Library-25M,22,0.6000000000000001,0.6127564102564103,3.3979883954726517
UJI-Library-25M,22,0.6500000000000001,0.6703076923076923,3.6660630637859803
UJI-Library-25M,22,0.7000000000000002,0.7312179487179488,3.981679709441358
UJI-Library-25M,22,0.7500000000000002,0.7883461538461538,4.3448693036202455
UJI-Library-25M,22,0.8000000000000003,0.8487179487179487,4.812126708383383
UJI-Library-25M,22,0.8500000000000003,0.9023846153846153,5.401880607808686
UJI-Library-25M,22,0.9000000000000004,0.9458589743589744,6.163449833641126
UJI-Library-25M,22,0.9500000000000004,0.9806666666666667,7.64080695521454
UJI-Library-25M,33,0.5,0.714551282051282,4.03119133832486
UJI-Library-25M,33,0.55,0.7670641025641025,4.563107222070035
UJI-Library-25M,33,0.6000000000000001,0.7975769230769231,4.930326736345445
UJI-Library-25M,33,0.6500000000000001,0.8273846153846154,5.3745559108979535
UJI-Library-25M,33,0.7000000000000002,0.8535384615384616,5.852156471152963
UJI-Library-25M,33,0.7500000000000002,0.8880897435897436,6.694882044956793
UJI-Library-25M,33,0.8000000000000003,0.9238846153846154,7.993053847576711
UJI-Library-25M,33,0.8500000000000003,0.948076923076923,9.44145753438899
UJI-Library-25M,33,0.9000000000000004,0.9644615384615385,11.050111655010056
UJI-Library-25M,33,0.9500000000000004,0.9873589743589744,16.263703311267864
UJI-Library-25M,44,0.5,0.794448717948718,4.555265856379748
UJI-Library-25M,44,0.55,0.837474358974359,4.98491412055105
UJI-Library-25M,44,0.6000000000000001,0.8626666666666667,5.28802466083526
UJI-Library-25M,44,0.6500000000000001,0.900448717948718,5.833671779443635
UJI-Library-25M,44,0.7000000000000002,0.9337179487179487,6.49354297757968
UJI-Library-25M,44,0.7500000000000002,0.9519230769230769,7.033112416030973
UJI-Library-25M,44,0.8000000000000003,0.9694487179487179,7.806617299308979
UJI-Library-25M,44,0.8500000000000003,0.9790641025641026,8.524653265219731
UJI-Library-25M,44,0.9000000000000004,0.9856923076923076,9.269073534485688
UJI-Library-25M,44,0.9500000000000004,0.9935,11.112665344991404
UJI-Library-25M,55,0.5,0.6197564102564103,3.3216740385894914
UJI-Library-25M,55,0.55,0.6931666666666667,3.8126842100403646
UJI-Library-25M,55,0.6000000000000001,0.7591794871794871,4.328476002041342
UJI-Library-25M,55,0.6500000000000001,0.8115,4.808730738140513
