dataset,seed,method,estimator,scenario,n,mean_m,median_m,rmse_m,p75_m,p90_m,p95_m,within_3m,parameters,train_seconds,best_epoch,trained_epochs
UJIIndoorLoc,11,RC-NoCoarseHeads,direct,persistent_bias_8db,1111.0,9.173575401306152,7.398442268371582,12.003897666931152,11.741706371307371,17.617197036743164,23.232187271118164,0.1449144914491449,2972146,135.6269640000537,47,77
UJIIndoorLoc,11,RC-NoCoarseHeads,fused,persistent_bias_8db,1111.0,8.617534335694494,6.727363554326051,11.402361115228238,11.193102277299118,16.621383598468043,21.5181671119064,0.189018901890189,2972146,135.6269640000537,47,77
UJIIndoorLoc,11,RC-NoCoarseHeads,direct,top20_outage,1111.0,26.535369873046875,13.04228401184082,43.05852890014648,27.884042739868164,73.4476089477539,110.15225982666016,0.0639063906390639,2972146,135.6269640000537,47,77
UJIIndoorLoc,11,RC-NoCoarseHeads,fused,top20_outage,1111.0,29.83995313729791,12.078978273832096,51.22970424556034,26.54162712210433,94.57958266012724,137.99161964761055,0.0837083708370837,2972146,135.6269640000537,47,77
UJIIndoorLoc,11,RC-NoCoarseHeads,direct,top20_outage_plus_bias4db,1111.0,26.786304473876957,12.90631103515625,43.35407638549805,27.963841438293457,73.65095520019531,110.52687072753906,0.0612061206120612,2972146,135.6269640000537,47,77
UJIIndoorLoc,11,RC-NoCoarseHeads,fused,top20_outage_plus_bias4db,1111.0,30.190303827830096,12.191203782479969,51.73374370950384,27.441243491900774,96.40052400314092,141.26537205613442,0.081008100810081,2972146,135.6269640000537,47,77
UJIIndoorLoc,11,RC-NoConsistency,direct,clean,1111.0,8.564866065979004,6.789523124694824,11.358135223388672,10.92149543762207,16.68852424621582,21.27202796936035,0.1656165616561656,2972146,1818.6418516000267,169,199
UJIIndoorLoc,11,RC-NoConsistency,fused,clean,1111.0,8.284803255704865,6.238373087508623,11.376033079269842,10.509727602533696,16.854406548437655,21.836300831239527,0.2178217821782178,2972146,1818.6418516000267,169,199
UJIIndoorLoc,11,RC-NoConsistency,direct,device_offset_-6db,1111.0,8.735885620117188,7.058796405792236,11.48190212249756,10.96505069732666,16.66779136657715,20.30893325805664,0.1485148514851485,2972146,1818.6418516000267,169,199
UJIIndoorLoc,11,RC-NoConsistency,fused,device_offset_-6db,1111.0,8.573176213304853,6.59510686506129,11.625105392289598,10.893611013246286,16.852190503836677,21.9120744605152,0.1917191719171917,2972146,1818.6418516000267,169,199
