dataset,seed,method,estimator,scenario,n,mean_m,median_m,rmse_m,p75_m,p90_m,p95_m,within_3m,parameters,train_seconds,best_epoch,trained_epochs
UJIIndoorLoc,11,RC-NoConsistency,direct,persistent_bias_8db,1111.0,8.981746673583984,7.288168430328369,11.754220008850098,11.54328203201294,17.662687301635742,21.944944381713867,0.1548154815481548,2972146,1818.6418516000267,169,199
UJIIndoorLoc,11,RC-NoConsistency,fused,persistent_bias_8db,1111.0,8.620402869827975,6.699452760792353,11.662961771636294,11.180582254220536,17.575406473812393,22.690121481890987,0.2052205220522052,2972146,1818.6418516000267,169,199
UJIIndoorLoc,11,RC-NoConsistency,direct,top20_outage,1111.0,24.061742782592773,11.999441146850586,40.24644470214844,26.108359336853027,62.066200256347656,94.30368423461914,0.0774077407740774,2972146,1818.6418516000267,169,199
UJIIndoorLoc,11,RC-NoConsistency,fused,top20_outage,1111.0,23.673911906596217,11.848051804738375,40.12452329129157,25.317479658561524,61.1552211672436,94.30368535346165,0.1089108910891089,2972146,1818.6418516000267,169,199
UJIIndoorLoc,11,RC-NoConsistency,direct,top20_outage_plus_bias4db,1111.0,23.92806434631348,12.010610580444336,39.87793731689453,25.070591926574707,63.601558685302734,90.3476333618164,0.0684068406840684,2972146,1818.6418516000267,169,199
UJIIndoorLoc,11,RC-NoConsistency,fused,top20_outage_plus_bias4db,1111.0,23.56469531240459,11.840417594507006,39.77619001231853,25.019007161153464,63.50565736642591,90.3476332022992,0.1071107110711071,2972146,1818.6418516000267,169,199
UJIIndoorLoc,11,RC-NoCorruption,direct,clean,1111.0,9.821303367614746,7.770292282104492,13.069768905639648,12.269346714019775,17.95102310180664,23.92990016937256,0.1206120612061206,2972146,197.0480579000432,106,136
UJIIndoorLoc,11,RC-NoCorruption,fused,clean,1111.0,8.896099295634528,6.732748469197511,12.332272624115609,11.203070372506245,17.41839164301961,23.998960399173647,0.1962196219621962,2972146,197.0480579000432,106,136
UJIIndoorLoc,11,RC-NoCorruption,direct,device_offset_-6db,1111.0,10.470303535461426,8.227498054504395,15.42176342010498,12.51402711868286,18.75477409362793,25.33496761322021,0.1053105310531053,2972146,197.0480579000432,106,136
UJIIndoorLoc,11,RC-NoCorruption,fused,device_offset_-6db,1111.0,9.59961402481477,7.124536310212389,15.07726314000199,11.559831177911995,18.12944753209116,25.528666099307337,0.1809180918091809,2972146,197.0480579000432,106,136
UJIIndoorLoc,11,RC-NoCorruption,direct,persistent_bias_8db,1111.0,10.376079559326172,8.518922805786133,13.688146591186523,13.177332878112791,18.93973922729492,25.7667875289917,0.099009900990099,2972146,197.0480579000432,106,136
UJIIndoorLoc,11,RC-NoCorruption,fused,persistent_bias_8db,1111.0,9.3372857921089,7.43534590677752,12.603988738227022,12.334817875735457,18.606838931148715,25.940255099027368,0.1854185418541854,2972146,197.0480579000432,106,136
UJIIndoorLoc,11,RC-NoCorruption,direct,top20_outage,1111.0,40.00893020629883,20.18148803710937,61.39297866821289,55.88572502136231,105.36790466308594,124.59734344482422,0.0441044104410441,2972146,197.0480579000432,106,136
UJIIndoorLoc,11,RC-NoCorruption,fused,top20_outage,1111.0,38.61117349789215,17.515173307922247,60.53480366255129,54.40397192460124,107.31680727442097,124.58966077739402,0.0774077407740774,2972146,197.0480579000432,106,136
UJIIndoorLoc,11,RC-NoCorruption,direct,top20_outage_plus_bias4db,1111.0,39.758544921875,19.59484100341797,60.87442779541016,55.02056312561035,105.84765625,124.62403869628906,0.0423042304230423,2972146,197.0480579000432,106,136
UJIIndoorLoc,11,RC-NoCorruption,fused,top20_outage_plus_bias4db,1111.0,38.1732402356886,17.879257982130927,59.900279530260136,52.96401741418281,106.35495656635848,124.65096026892051,0.0693069306930693,2972146,197.0480579000432,106,136
UJIIndoorLoc,11,RC-NoMask,direct,clean,1111.0,8.983987808227539,7.43896484375,11.601140975952148,11.225493431091309,16.391319274902344,20.915278434753414,0.1305130513051305,2856050,1083.0637427999172,61,91
UJIIndoorLoc,11,RC-NoMask,fused,clean,1111.0,8.305192093208557,6.651380261187511,11.181931952356692,10.755791107403136,15.42568219551096,20.11861936988124,0.198019801980198,2856050,1083.0637427999172,61,91
UJIIndoorLoc,11,RC-NoMask,direct,device_offset_-6db,1111.0,8.920417785644531,7.391458988189697,11.515336990356444,10.997541427612305,16.417455673217773,20.30070686340332,0.126012601260126,2856050,1083.0637427999172,61,91
UJIIndoorLoc,11,RC-NoMask,fused,device_offset_-6db,1111.0,8.521951941895434,6.80839166315042,11.526064004422382,10.723345042131664,16.249243170808416,20.45671334351228,0.1809180918091809,2856050,1083.0637427999172,61,91
UJIIndoorLoc,11,RC-NoMask,direct,persistent_bias_8db,1111.0,9.411517143249512,7.710544109344482,12.017274856567385,11.773509502410889,17.589502334594727,21.889718055725098,0.1161116111611161,2856050,1083.0637427999172,61,91
UJIIndoorLoc,11,RC-NoMask,fused,persistent_bias_8db,1111.0,8.675376285459144,6.882279969577174,11.51109734276329,11.21734868183458,16.793643209519377,21.49378951268069,0.1602160216021602,2856050,1083.0637427999172,61,91
UJIIndoorLoc,11,RC-NoMask,direct,top20_outage,1111.0,25.75412368774414,13.106071472167969,41.75846099853516,27.38399124145508,69.18729400634766,103.5685920715332,0.0621062106210621,2856050,1083.0637427999172,61,91
UJIIndoorLoc,11,RC-NoMask,fused,top20_outage,1111.0,25.315940272926,12.902610203794207,41.66712888732622,26.80278167383198,70.40219913381668,103.56859387805628,0.0882088208820882,2856050,1083.0637427999172,61,91
UJIIndoorLoc,11,RC-NoMask,direct,top20_outage_plus_bias4db,1111.0,25.726327896118164,13.074422836303713,41.44054412841797,27.622286796569824,68.11544036865234,105.24792098999023,0.0576057605760576,2856050,1083.0637427999172,61,91
UJIIndoorLoc,11,RC-NoMask,fused,top20_outage_plus_bias4db,1111.0,25.22899038233192,12.591229117668144,41.32450849429539,26.932477989824235,68.11543837475052,105.24792194108002,0.0855085508550855,2856050,1083.0637427999172,61,91
UJIIndoorLoc,11,RC-NoReconstruction,direct,clean,1111.0,8.461345672607422,6.711411476135254,11.06543254852295,10.78009557723999,16.42302131652832,20.89761257171631,0.1647164716471647,2734698,1193.8847600000445,147,177
UJIIndoorLoc,11,RC-NoReconstruction,fused,clean,1111.0,8.283934314341513,6.537915073295958,11.001576524062529,10.52026511997196,16.42302046536586,21.400738577451506,0.1953195319531953,2734698,1193.8847600000445,147,177
UJIIndoorLoc,11,RC-NoReconstruction,direct,device_offset_-6db,1111.0,8.547652244567871,7.035367965698242,11.117541313171388,10.884557723999023,16.338802337646484,20.332386016845703,0.1647164716471647,2734698,1193.8847600000445,147,177
UJIIndoorLoc,11,RC-NoReconstruction,fused,device_offset_-6db,1111.0,8.384944901528417,6.787941509801828,11.087882818699915,10.776262587619511,16.106639729744657,20.69664344608969,0.1908190819081908,2734698,1193.8847600000445,147,177
UJIIndoorLoc,11,RC-NoReconstruction,direct,persistent_bias_8db,1111.0,8.952133178710938,7.259124279022217,11.574928283691406,11.526150226593018,17.430187225341797,22.0032320022583,0.153015301530153,2734698,1193.8847600000445,147,177
UJIIndoorLoc,11,RC-NoReconstruction,fused,persistent_bias_8db,1111.0,8.800562069039202,7.040771293898072,11.56230006607884,11.42344482245041,17.430186176903398,22.235452036919547,0.1773177317731773,2734698,1193.8847600000445,147,177
UJIIndoorLoc,11,RC-NoReconstruction,direct,top20_outage,1111.0,27.767921447753903,11.500317573547363,47.475807189941406,28.628480911254883,84.43408966064453,122.45363235473631,0.0963096309630963,2734698,1193.8847600000445,147,177
UJIIndoorLoc,11,RC-NoReconstruction,fused,top20_outage,1111.0,27.517859669133177,11.49484254416421,47.17452496042114,28.420704060696348,84.73698623013031,121.57989343257158,0.1161116111611161,2734698,1193.8847600000445,147,177
UJIIndoorLoc,11,RC-NoReconstruction,direct,top20_outage_plus_bias4db,1111.0,27.71061134338379,11.581350326538086,47.33824157714844,28.539259910583496,84.75202178955078,123.37982177734376,0.0945094509450945,2734698,1193.8847600000445,147,177
UJIIndoorLoc,11,RC-NoReconstruction,fused,top20_outage_plus_bias4db,1111.0,27.46185307957425,11.603319121159112,47.09054044103915,28.44174352636594,84.92175230958773,122.28288476831744,0.1107110711071107,2734698,1193.8847600000445,147,177
UJIIndoorLoc,22,RC-NoAugCoord,direct,clean,1111.0,10.102149963378906,8.22352409362793,12.789836883544922,12.929226875305176,18.59036636352539,23.499295234680176,0.09000900090009,2972146,105.53757060016504,29,59
UJIIndoorLoc,22,RC-NoAugCoord,fused,clean,1111.0,8.739291859337984,6.699430617192824,11.872971043488684,11.236749071372031,17.455343762839682,23.03705553388087,0.189018901890189,2972146,105.53757060016504,29,59
UJIIndoorLoc,22,RC-NoAugCoord,direct,device_offset_-6db,1111.0,10.026023864746094,8.192220687866211,12.757210731506348,12.595177173614502,18.371604919433597,23.518701553344727,0.1017101710171017,2972146,105.53757060016504,29,59
UJIIndoorLoc,22,RC-NoAugCoord,fused,device_offset_-6db,1111.0,8.900534038635309,6.820194408849099,12.091642139789595,11.494091405321008,17.392235008766374,23.209695959005145,0.1935193519351935,2972146,105.53757060016504,29,59
UJIIndoorLoc,22,RC-NoAugCoord,direct,persistent_bias_8db,1111.0,10.58779525756836,8.632549285888672,13.295697212219238,13.58624792098999,19.36732292175293,24.559760093688965,0.0981098109810981,2972146,105.53757060016504,29,59
UJIIndoorLoc,22,RC-NoAugCoord,fused,persistent_bias_8db,1111.0,9.096593082676012,7.012280393297652,12.18552139134521,12.23122347215966,18.20891355259309,23.36168548209298,0.1863186318631863,2972146,105.53757060016504,29,59
UJIIndoorLoc,22,RC-NoAugCoord,direct,top20_outage,1111.0,35.193843841552734,15.179821968078612,58.7542724609375,29.68066120147705,119.0999526977539,156.19239807128906,0.0324032403240324,2972146,105.53757060016504,29,59
UJIIndoorLoc,22,RC-NoAugCoord,fused,top20_outage,1111.0,33.69825895782471,13.376807603164016,58.032464982970886,29.692711687085257,117.44615378173984,150.62894764925028,0.0936093609360936,2972146,105.53757060016504,29,59
UJIIndoorLoc,22,RC-NoAugCoord,direct,top20_outage_plus_bias4db,1111.0,35.233890533447266,15.219531059265137,58.61891174316406,29.828063011169437,117.6074676513672,153.51785278320312,0.0342034203420342,2972146,105.53757060016504,29,59
UJIIndoorLoc,22,RC-NoAugCoord,fused,top20_outage_plus_bias4db,1111.0,33.96412467659443,13.61814697527164,58.10621406628183,30.63082580385513,118.62298565956009,150.15385626920005,0.0936093609360936,2972146,105.53757060016504,29,59
UJIIndoorLoc,22,RC-NoCoarseHeads,direct,clean,1111.0,8.020010948181152,5.9965667724609375,10.84392261505127,10.197706699371338,16.5,21.32148838043213,0.2079207920792079,2972146,359.39325759978965,184,200
UJIIndoorLoc,22,RC-NoCoarseHeads,fused,clean,1111.0,7.809760855276447,5.814166970859132,10.639622317377922,9.903137150816097,16.14036322785623,20.523378639437546,0.2196219621962196,2972146,359.39325759978965,184,200
UJIIndoorLoc,22,RC-NoCoarseHeads,direct,device_offset_-6db,1111.0,8.311775207519531,6.513911724090576,11.084640502929688,10.51024341583252,16.2493896484375,20.66639709472656,0.1809180918091809,2972146,359.39325759978965,184,200
UJIIndoorLoc,22,RC-NoCoarseHeads,fused,device_offset_-6db,1111.0,8.11085297318857,6.337439233772938,10.906087127024216,10.403986659318928,15.856409840346185,19.86475873503144,0.1863186318631863,2972146,359.39325759978965,184,200
UJIIndoorLoc,22,RC-NoCoarseHeads,direct,persistent_bias_8db,1111.0,8.685028076171875,6.544532775878906,11.62770652770996,11.038660049438477,17.378400802612305,22.80872631072998,0.1746174617461746,2972146,359.39325759978965,184,200
UJIIndoorLoc,22,RC-NoCoarseHeads,fused,persistent_bias_8db,1111.0,8.421314913685428,6.37819489757462,11.3662445879869,10.730806287301426,16.98921731074719,22.60331875335523,0.2007200720072007,2972146,359.39325759978965,184,200
UJIIndoorLoc,22,RC-NoCoarseHeads,direct,top20_outage,1111.0,39.44795989990234,12.489523887634276,81.50653076171875,29.01816177368164,119.17696380615234,168.67247772216797,0.0927092709270927,2972146,359.39325759978965,184,200
UJIIndoorLoc,22,RC-NoCoarseHeads,fused,top20_outage,1111.0,39.22816382231036,12.133037616054622,81.73896982217063,28.554596794392136,115.059717659786,166.81085302777825,0.1044104410441044,2972146,359.39325759978965,184,200
UJIIndoorLoc,22,RC-NoCoarseHeads,direct,top20_outage_plus_bias4db,1111.0,39.18233489990234,12.183636665344238,80.6082763671875,29.52583599090576,117.88640594482422,166.31761932373047,0.1044104410441044,2972146,359.39325759978965,184,200
UJIIndoorLoc,22,RC-NoCoarseHeads,fused,top20_outage_plus_bias4db,1111.0,39.00600186761566,12.00555713682873,80.90717116138288,28.784636234349527,118.23032433574444,165.64623903718672,0.1152115211521152,2972146,359.39325759978965,184,200
UJIIndoorLoc,22,RC-NoConsistency,direct,clean,1111.0,9.331438064575195,7.501489162445068,12.081501960754396,12.005049228668211,18.31846046447754,23.48428249359131,0.1305130513051305,2972146,177.01097070006654,72,102
